mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,new age,7.683.192.987.307.620,34.440.656.939.848.900,289.468.063.421.392,2.353.406.312.822.840,6.846.828.011.605.080,13.169.547.608.221.600,-1.807.009.959.367.370,4.192.519.163.641.070,11.437.247.785.521.000,21.585.515.359.548.000,4.112.602.719.219.760,7
1,new age piano,8.589.986.323.552.990,4.100.322.838.170.050,26.239.504.560.018.100,2.163.283.476.430.970,7.917.665.708.779.590,15.147.028.432.472.800,-1.833.776.444.537.970,4.485.600.495.697.710,11.253.242.584.375.500,25.873.589.846.881.500,42.178.973.598.418.000,9
1,new americana,4.821.454.182.837.530,5.374.937.312.841.500,2.402.168.460.588.320,4.934.021.674.602.510,5.616.872.682.071.200,15.902.505.442.293.500,-9.594.658.432.773.890,4.210.739.870.373.750,11.795.651.886.894.700,4.767.560.123.012.320,5.028.294.393.690.100,7
0,new beat,18.682.930.000.000.000,7.563.333.333.333.330,281407.75,82.825,27.269.474.583.333.300,1.961,-7.841.333.333.333.330,56.975,12.488.075,5.638.333.333.333.330,47.5,10
1,new comedy,8.523.249.999.999.990,5.537.749.999.999.990,258053.8,6.977.250.000.000.000,2.778.875,7.497,-9.282.775,8.590.049.999.999.990,98.879.475,46.012,37.925,11
1,new england americana,6.373.333.333.333.330,5.271.666.666.666.660,228124.0,3.329.444.444.444.440,5.845.701.111.111.110,3.240.666.666.666.660,-10.740.666.666.666.600,3.597.222.222.222.220,10.525.455.555.555.500,4.513.333.333.333.330,4.838.888.888.888.880,0
1,new england emo,9.110.138.666.666.660,4.940.857.142.857.140,20.333.409.523.809.500,6.167.142.857.142.850,2.367.295.238.095.230,1.652.142.857.142.850,-7.470.999.999.999.990,6.563.333.333.333.330,11.606.778.095.238.000,4.144.571.428.571.420,49.561.904.761.904.700,5
1,new french touch,2.685.906.944.444.440,6.899.875,26.219.511.111.111.100,6.602.430.555.555.550,2.157.395.753.125,18.141.152.777.777.700,-7.135.101.388.888.880,5.500.430.555.555.550,11.104.784.930.555.500,4.339.340.277.777.770,5.775.972.222.222.220,5
1,new isolationism,8.063.939.393.939.390,2.478.181.818.181.810,269007.0,744.030.303.030.303,3.386.755.921.212.120,17.512.121.212.121.200,-2.368.051.515.151.510,42.054.545.454.545.400,10.527.666.666.666.600,1.548,33.0,3
1,new jack swing,22.290.287.707.033.800,6.782.299.839.094.010,28.450.903.693.458.700,5.644.153.400.750.610,11.322.304.732.885.100,16.156.929.402.188.100,-9.336.981.166.202.630,741.198.534.195.641,11.642.076.650.052.300,5.713.643.128.239.080,4.138.927.659.975.990,11
1,new jersey hardcore,44.773.195.405.686.500,4.060.201.037.332.400,19.415.913.933.194.600,8.789.734.526.699.020,2.312.214.658.373.780,24.021.835.774.965.300,-5.014.749.566.574.200,863.081.816.343.042,1.312.749.481.406.030,3.796.990.291.262.130,44.148.816.747.572.800,7
1,new jersey indie,2.454.186.851.712.610,5.315.784.043.441.930,21.196.066.046.365.900,680.500.313.283.208,17.038.999.021.825.300,21.611.707.602.339.100,-7.940.318.546.365.910,629.296.177.944.862,1.171.310.166.875.520,40.424.657.477.025.800,4.742.865.497.076.020,7
1,new jersey punk,6.757.518.558.425.790,4.099.159.370.665.740,20.024.541.314.147.000,8.917.948.812.413.310,1.748.267.363.730.920,26.722.148.274.965.300,-4.605.320.995.145.630,95.655.205.443.828,1.263.432.874.263.170,33.741.510.055.478.400,42.595.245.319.001.300,7
1,new jersey rap,13.195.518.234.400.900,7.277.489.710.265.570,26.934.449.172.192.700,658.398.729.248.729,3.918.178.094.584.910,17.882.312.317.019.200,-8.429.413.986.534.670,2.314.405.293.515.630,1.154.908.234.825.730,5.729.737.542.065.120,4.887.155.334.913.950,7
1,new mexico music,6.022.572.614.969.370,5.916.443.735.077.330,2.096.483.033.063.420,4.686.311.688.985.770,22.050.715.368.784.300,1.923.833.748.572.610,-10.599.189.478.874.600,4.002.542.042.977.260,11.981.061.990.034.200,7.631.356.275.303.640,3.200.319.215.197.750,7
1,new orleans blues,6.493.344.004.667.200,5.949.640.348.641.340,20.156.607.729.877.800,4.317.146.320.920.370,12.095.855.807.279.200,20.113.947.041.020.400,-14.126.006.171.439.800,52.568.898.562.606.800,11.156.919.990.538.700,649.521.524.103.906,29.670.438.857.413.400,2
1,new orleans funk,21.937.980.933.727.500,6.414.081.393.200.290,2.603.251.939.597.190,6.743.305.931.263.850,3.365.696.175.561.710,2.239.879.380.697.210,-9.279.833.675.166.290,6.224.672.702.636.110,11.639.044.212.767.900,7.615.233.696.723.320,3.248.589.092.140.920,9
1,new orleans indie,1.089.666.666.666.660,6.883.333.333.333.330,20.991.966.666.666.600,8.326.666.666.666.660,1.857,9.166.666.666.666.660,-3.86,3.653.333.333.333.330,101.945,733,57.0,11
1,new orleans jazz,7.409.116.402.994.930,5.707.799.786.909.020,2.233.277.918.018.370,43.771.982.672.533.600,4.462.653.197.185.120,22.301.498.409.812.100,-12.202.691.412.140.000,724.838.653.103.646,12.902.247.731.301.300,6.882.578.969.893.560,19.291.005.220.711.800,7
1,new orleans rap,9.093.839.932.163.250,7.582.478.676.279.430,2.732.872.104.501.510,7.185.403.798.455.340,23.473.096.862.285.000,2.531.819.338.419.460,-5.847.933.108.937.850,24.237.656.893.476.500,13.346.431.384.382.300,5.951.079.877.166.820,439.891.328.197.946,6
1,new rave,16.294.406.891.746.500,5.972.396.851.230.280,2.641.486.305.106.610,7.398.781.448.225.640,20.718.597.574.636.700,1.974.245.079.504.760,-6.591.517.544.320.900,6.406.250.528.202.150,12.899.574.247.963.400,5.236.950.533.497.860,5.116.385.273.321.300,11
1,new romantic,15.479.453.687.302.300,6.134.529.404.759.160,2.578.575.248.369.850,6.861.051.674.549.020,11.457.363.196.243.500,1.827.809.222.870.590,-10.195.617.502.740.600,4.892.271.017.507.660,1.227.107.380.582.600,6.543.152.593.100.450,4.197.626.208.035.060,9
1,new tribe,4.922,4.235,481106.5,4.745,778,2.385,-115.875,53,1.274.925,272,51.5,3
1,new wave,13.688.691.252.839.200,5.870.331.782.630.690,2.555.195.003.430.390,7.022.118.337.810.660,1.425.544.188.691.320,1.864.248.105.344.310,-9.933.072.588.488.540,509.496.804.323.914,12.501.752.188.791.600,645.899.423.362.623,39.857.124.672.114,9
1,new wave of thrash metal,1.734,31.025,198773.5,95.525,11.115.575,216.975,-741.975,153.275,12.621.075,2.517,36.5,4
1,new wave pop,2.140.884.715.482.320,6.050.685.234.015.160,25.239.839.744.194.900,6.495.694.630.898.220,5.940.982.159.950.010,18.789.944.856.011.800,-10.021.141.277.908.200,48.840.837.883.089.600,12.094.121.525.529.000,6.286.389.796.084.210,4.371.101.207.026.320,9
1,new weird america,5.515.688.150.911.110,5.434.893.554.910.000,234.920.793.441.356,4.377.967.592.786.640,18.011.667.252.172.200,19.557.845.336.074.600,-11.277.768.355.771.800,51.634.526.339.612.600,10.573.016.872.150.100,4.398.384.412.602.040,39.262.126.111.089.600,9
1,new york death metal,"6,88E+10",33.066.666.666.666.600,275391.0,9.006.666.666.666.660,9.296.666.666.666.660,1.957.333.333.333.330,-8.869,10.633.333.333.333.300,110.572,5.660.000.000.000.000,36.0,1
1,new york drill,10.047.254.545.454.500,8.421.329.545.454.540,2.501.800.102.272.720,6.851.238.636.363.630,"1,70E+10",13.130.568.181.818.100,-6.926.755.681.818.180,22.994.204.545.454.500,12.940.719.090.909.000,5.114.386.363.636.360,5.537.613.636.363.630,9
0,new zealand classical,917,146,640000.0,957,8.290.000.000.000.000,601,-20.822,393,139.514,369,38.0,9
1,newcastle indie,719,378,200347.0,953,2.89e-05,936,-3.632,138,167.808,512,57.0,9
1,newcastle nsw indie,3.136,4.845,173866.5,8.454.999.999.999.990,3.774,16.175,-4.274.000.000.000.000,365,1.249.165,569,65.5,7
0,nigerian hip hop,15.870.039.715.151.500,5.747.333.333.333.330,20.623.096.565.656.500,7.210.909.090.909.090,11.394.448.868.686.800,1.886.832.323.232.320,-6.515.173.737.373.730,17.358.343.434.343.400,14.185.574.343.434.300,5.651.757.575.757.570,4.221.616.161.616.160,11
1,nigerian pop,19.495.024.821.969.600,6.742.708.333.333.330,21.633.704.103.535.300,7.258.068.181.818.180,11.663.304.917.929.200,16.753.952.020.202.000,-6.068.546.085.858.580,13.439.589.646.464.600,13.072.058.964.646.400,6.343.598.484.848.480,50.947.601.010.101,11
1,nightcore,23.005,6.124.999.999.999.990,174010.5,8.165,61.265,16.695,-6.042.000.000.000.000,732,170.734,515,58.0,5
0,nightrun,125.929.232,5.258,299492.4,7.652,61.837.024,19.844.800.000.000.000,-6.407.120.000.000.000,401,11.357.716,3.062,55.36,5
1,ninja,28.190.546.785.427.200,6.064.742.280.274.190,2.905.930.532.224.750,5.482.281.260.223.580,5.836.152.981.177.520,16.690.613.318.085.300,-10.928.524.651.190.900,698.084.209.109.125,12.071.157.699.404.700,41.020.319.658.164,49.579.519.769.329.300,1
0,nintendocore,5.570.325.966.386.550,4.434.453.781.512.600,23.167.449.789.915.900,8.800.430.672.268.900,8.596.992.037.815.120,2.240.855.042.016.800,-5.475.073.529.411.760,1.129.718.487.394.950,13.946.998.004.201.600,3.976.039.915.966.380,4.653.151.260.504.200,5
0,nisiotika,8.016.458.333.333.330,4.596.736.111.111.110,2.322.655.555.555.550,4.976.875,2.739.037.305.555.550,3.400.347.222.222.220,-9.110.701.388.888.880,4.925.902.777.777.770,13.443.297.916.666.600,7.527.291.666.666.660,0.0,7
1,nl folk,4.619.988.344.988.340,6.127.109.557.109.550,18.662.698.484.848.400,5.925.559.440.559.430,21.349.258.741.258.700,2.867.439.393.939.390,-10.910.765.734.265.700,13.315.221.445.221.400,12.100.553.729.603.700,8.025.815.850.815.850,32.973.193.473.193.400,10
1,no wave,183.095.749.489.796,5.518.863.945.578.230,2.732.378.469.387.750,6.604.136.054.421.770,33.412.232.823.129.200,12.350.003.401.360.500,-10.301.879.591.836.700,11.084.683.673.469.300,13.216.304.353.741.400,5.243.496.598.639.450,33.455.442.176.870.700,9
1,noise pop,16.074.935.238.554.100,4.605.149.442.021.390,23.856.484.853.913.000,7.279.674.113.826.550,2.617.712.950.882.720,20.400.248.787.797.500,-8.249.236.838.838.660,590.456.351.575.254,12.699.152.712.951.000,4.805.412.714.250.510,44.018.142.900.459.900,7
1,noise punk,27.213.976.666.666.600,4.186.666.666.666.660,20.004.791.666.666.600,8.833.333.333.333.330,46.400.189,4.703.333.333.333.330,-8.242.583.333.333.330,8.940.833.333.333.330,13.371.208.333.333.300,4.217.166.666.666.660,27.666.666.666.666.600,11
1,noise rock,10.548.776.565.826.300,4.739.097.759.103.640,22.536.743.800.186.700,7.535.089.169.000.930,28.516.622.479.178.300,2.651.282.633.053.220,-9.022.218.814.192.340,8.840.994.397.759.100,12.110.490.807.656.300,5.188.166.479.925.300,342.655.929.038.282,11
1,nordic classical piano,9.908.214.285.714.280,3.602.500.000.000.000,18.697.335.714.285.700,3.688.642.857.142.850,9.076.785.714.285.710,8.266.785.714.285.710,-30.630.607.142.857.100,535.607.142.857.143,9.025.714.285.714.280,12.885.357.142.857.100,4.653.571.428.571.420,9
1,nordic contemporary classical,9.653.247.863.247.860,17.738.461.538.461.500,18.572.505.982.905.900,17.575.675.213.675.200,2.780.519.553.846.150,6.418.273.504.273.500,-21.518.042.735.042.700,431.094.017.094.017,893.771.965.811.966,1.839.649.572.649.570,2.435.897.435.897.430,6
0,nordic folk,23.797.777.777.777.700,4.841.111.111.111.110,34.679.411.111.111.100,4.646.666.666.666.660,5.154.422.222.222.220,19.922.222.222.222.200,-12.611.222.222.222.200,3.524.444.444.444.440,11.004.655.555.555.500,26.216.666.666.666.600,5.244.444.444.444.440,7
0,nordic house,16.593.333.333.333.300,6.209.333.333.333.330,19.863.733.333.333.300,7.529.333.333.333.330,22.000.636.666.666.600,14.914.666.666.666.600,-63.694.000.000.000.000,6.842.666.666.666.660,1.134.929,4.523.333.333.333.330,6.593.333.333.333.330,6
1,nordic orchestra,7.979,2.506.977.777.777.770,3.809.934.333.333.330,18.124.777.777.777.700,8.382.666.666.666.660,11.323.333.333.333.300,-19.303.322.222.222.200,3.943.666.666.666.660,10.022.784.444.444.400,21.001.222.222.222.200,3.937.777.777.777.770,7
1,nordic post-rock,2.252.683.333.333.330,5.367.500.000.000.000,369674.75,6.530.416.666.666.660,33.678,1.726.625,-6.858,6.202.083.333.333.330,1.280.967.083.333.330,4.822.416.666.666.660,2.370.833.333.333.330,3
1,nordic soundtrack,8.925.000.000.000.000,25.005.000.000.000.000,305610.25,22.975,91.825,18.655,-1.754.025,39.650.000.000.000.000,103.507.125,7.540.000.000.000.000,51.125,7
1,norman ok indie,981,506,184790.0,0.12,6.73e-05,295,-11.685,584,110.825,456,0.0,4
1,norsk lovsang,4.305,4.503.333.333.333.330,24.925.866.666.666.600,6.461.666.666.666.660,32.417.499.999.999.900,11.183.333.333.333.300,-8.414.166.666.666.660,3.901.666.666.666.660,16.394.733.333.333.300,26.035,2.466.666.666.666.660,2
1,norteno,3.650.219.697.202.500,7.011.195.955.189.870,19.951.600.235.450.100,6.412.004.689.816.710,17.960.597.761.510.400,15.376.889.097.230.800,-6.774.895.299.217.930,7.413.145.040.120.170,12.719.397.360.083.900,8.271.850.510.539.510,4.936.530.079.780.240,7
1,norteno-sax,3.088.291.125.541.120,6.927.760.822.510.820,1.911.690.127.705.620,7.172.753.246.753.240,4.987.737.263.419.910,1.609.866.125.541.120,-5.671.897.619.047.610,48.343.474.025.974.000,11.019.945.238.095.200,8.014.123.376.623.370,46.728.571.428.571.400,5
1,north carolina emo,1.807.204,4.189,235050.3,7.694.000.000.000.000,12.466.130.000.000.000,16.160.000.000.000.000,-7.437.599.999.999.990,60.020.000.000.000.000,1.376.347,3.781,54.5,6
1,north carolina hip hop,2.284.467.911.712.420,7.228.483.166.491.810,23.617.095.846.374.600,6.309.345.973.946.490,5.504.580.573.818.260,19.947.712.154.659.900,-6.497.713.668.983.500,2.746.067.124.205.860,11.314.488.465.713.700,534.676.732.528.997,557.734.375.910.707,7
1,north carolina indie,39.247.129.411.764.700,4.780.588.235.294.110,1.910.281.588.235.290,4.725.235.294.117.640,1.112.480.764.705.880,13.284.470.588.235.200,-7.962.317.647.058.820,3.902.764.705.882.350,11.859.472.352.941.100,3.206.670.588.235.290,48.082.352.941.176.400,9
1,north carolina metal,13.046.599.999.999.900,398.125,274.493.125,907.625,6.693.929.000.000.000,1.333.875,-66.298.749.999.999.900,673,11.631.687.499.999.900,5.435,42.875,5
1,north carolina roots,696.401.400.560.224,5.432.801.120.448.170,2.333.870.261.437.900,411.285.060.690.943,15.275.096.181.139.100,184.630.345.471.522,-10.099.615.779.645.100,4.211.974.789.915.960,11.407.457.236.227.800,4.310.875.816.993.460,48.796.918.767.507,7
1,north east england indie,21.939.900.000.000.000,2.873.333.333.333.330,187809.0,9.266.666.666.666.660,2.836.674.533.333.330,676,-5.835.333.333.333.330,12.300.000.000.000.000,1.720.016.666.666.660,33.399.999.999.999.900,49.0,9
1,northern irish indie,2.028.384,5.526.666.666.666.660,209353.8,0.8,2.680.373.866.666.660,1.664.733.333.333.330,-5.197.200.000.000.000,8.557.333.333.333.330,1.385.288,5.765.333.333.333.330,5.253.333.333.333.330,2
1,northern irish punk,5.593.772.916.666.660,3.829.722.222.222.220,18.946.376.388.888.800,7.982.083.333.333.330,6.219.398.472.222.220,16.490.555.555.555.500,-8.388.749.999.999.990,5.984.305.555.555.550,15.474.856.944.444.400,627.013.888.888.889,3.218.055.555.555.550,9
1,northern soul,4.386.379.639.737.320,5.960.467.005.060.980,18.155.052.483.632.300,5.439.315.782.655.540,22.318.441.123.860.300,2.020.048.437.002.530,-10.267.851.353.826.800,57.141.095.106.143.300,12.130.500.695.726.400,6.981.511.586.628.450,3.425.736.429.567.750,1
1,norwegian black metal,16.316.036.666.666.600,19.354.666.666.666.600,3.260.707.333.333.330,8.833,6.631.179.333.333.330,21.972.666.666.666.600,-7.241.666.666.666.660,9.230.666.666.666.660,1.236.877,1.631.833.333.333.330,4.456.666.666.666.660,7
0,norwegian choir,975,334,95987.0,145,281,85,-14.682,337,87.617,195,54.0,9
1,norwegian classical,950.797.619.047.619,21.445.238.095.238.000,3.399.944.285.714.280,7.956.214.285.714.280,8.568.845.238.095.230,12.785.595.238.095.200,-21.815.476.190.476.100,4.358.928.571.428.570,9.206.052.380.952.370,7.609.523.809.523.800,3.382.142.857.142.850,7
1,norwegian contemporary jazz,732.533.950.617.284,4.819.645.061.728.390,31.963.364.660.493.800,2.304.077.160.493.820,5.802.068.302.469.130,13.690.185.185.185.100,-17.686.206.790.123.400,50.186.419.753.086.400,10.382.355.709.876.500,4.087.305.555.555.550,2.729.166.666.666.660,0
0,norwegian death metal,6.651.283.333.333.330,18.566.666.666.666.600,41.611.566.666.666.600,9.123.333.333.333.330,1.517.396.666.666.660,22.699.999.999.999.900,-5.176,10.866.666.666.666.600,14.060.033.333.333.300,11.056.666.666.666.600,4.333.333.333.333.330,7
0,norwegian experimental,7.543.333.333.333.330,332,461760.0,1.436,8.616.666.666.666.660,9.813.333.333.333.330,-2.156.566.666.666.660,3.276.666.666.666.660,8.297.733.333.333.330,162,4.466.666.666.666.660,9
0,norwegian hip hop,284,715,218707.0,7.959.999.999.999.990,0.0,658,-48.889.999.999.999.900,534,129.04,431,62.0,4
1,norwegian indie,3.077.117.530.864.190,5.551.210.826.210.820,20.752.894.064.577.300,5.658.024.691.358.020,12.697.832.001.899.300,14.325.484.330.484.300,-9.414.946.818.613.480,4.422.193.732.193.730,12.807.992.260.208.900,5.360.507.122.507.120,6.441.690.408.357.070,6
1,norwegian jazz,7.680.142.857.142.850,3.582.833.333.333.330,3.701.806.166.666.660,2.248.030.952.380.950,6.820.485.714.285.710,10.475.238.095.238.000,-20.380.652.380.952.300,39.647.619.047.619.000,11.433.799.761.904.700,3.197.661.904.761.900,39.55,5
0,norwegian metal,36.984.320.833.333.300,207.125,36.531.516.666.666.600,884.875,431.749,2.498.583.333.333.330,-5.896.000.000.000.000,9.774.166.666.666.660,12.531.179.166.666.600,15.562.083.333.333.300,4.454.166.666.666.660,7
0,norwegian pop,19.688.840.909.090.900,5.658.477.272.727.270,2.184.918.545.454.540,6.635.472.727.272.720,2.075.223.937.878.780,17.536.628.787.878.700,-6.749.457.575.757.570,6.005.613.636.363.630,1.211.622.659.090.900,42.762.045.454.545.400,62.232.575.757.575.700,8
0,norwegian pop rap,131,0.43,211680.0,606,0.0,173,-5.115,431,169.988,123,76.0,4
1,norwegian punk rock,18.599.000.000.000.000,30.750.000.000.000.000,259060.0,955,53.502.585,24.965,-23.825,8.645,169.985,2.915,50.5,9
1,norwegian rock,10.884.500.000.000.000,35.325,307867.0,7.835,1.917.512.925,188.325,-509.825,61.125,14.907.600.000.000.000,17.409.999.999.999.900,54.75,9
0,norwegian singer-songwriter,3.045.633.333.333.330,5.468,251720.6,5.830.000.000.000.000,1.147.652,14.893.333.333.333.300,-7.684.933.333.333.330,4.082,10.978.786.666.666.600,3.036.333.333.333.330,5.633.333.333.333.330,7
1,norwegian space disco,0.32,6.990.000.000.000.000,624933.0,785,848,0.59,-13.119.000.000.000.000,408,126.007,935,33.0,2
0,nottingham indie,2.564.933.333.333.330,4.787.000.000.000.000,26.014.206.666.666.600,4.113.000.000.000.000,16.719.786.666.666.600,13.265,-11.606.966.666.666.600,4.006.333.333.333.330,1.298.884,24.840.666.666.666.600,51.8,5
1,nouvelle chanson francaise,4.769.421.052.631.570,6.945.789.473.684.210,2.201.255.263.157.890,5.726.578.947.368.420,13.431.407.842.105.200,1.559.263.157.894.730,-10.298.894.736.842.100,482.578.947.368.421,12.110.084.210.526.300,6.969.210.526.315.780,4.918.421.052.631.570,4
1,nova canco,6.625.619.047.619.040,4.712.380.952.380.950,1.995.747.142.857.140,5.109.523.809.523.800,"3,63E+09",2.679.333.333.333.330,-7.531.142.857.142.850,8.324.285.714.285.710,11.803.080.952.380.900,5.338.571.428.571.420,460.952.380.952.381,9
1,nova mpb,5.048.724.512.987.010,5.937.156.746.031.740,2.108.251.085.407.640,4.645.983.270.202.020,17.403.927.888.528.100,1.450.879.329.004.320,-11.436.841.314.935.000,6.292.652.777.777.770,11.334.996.296.897.500,5.568.642.135.642.130,48.105.023.448.773.400,2
1,nova musica pernambucana,2.805,701,232313.5,6.385.000.000.000.000,53,1.565,-99.135,0.12,10.748.299.999.999.900,6.465.000.000.000.000,52.0,11
1,novelty,4.932.080.801.209.370,6.085.404.006.046.860,18.155.678.828.420.200,5.249.829.743.008.310,770.745.557.369.614,2.517.816.326.530.610,-11.452.359.826.152.600,16.903.701.814.058.900,12.371.496.103.552.500,7.200.692.365.835.220,328.214.663.643.235,9
1,nu age,948,0.14,398120.0,31,0.92,0.11,-28.007,457,140.076,351,43.0,7
1,nu disco,16.286.375,7.412.500.000.000.000,285757.75,7.073.560.606.060.600,19.393.775.988.636.300,2.063.704.545.454.540,-7.043.541.666.666.660,6.081.287.878.787.880,11.772.420.075.757.500,5.965.272.727.272.720,5.409.090.909.090.900,1
